id,normal,direct,slow,steal
230.118.165.28,1,0,0,0
201.113.52.208,1,0,0,0
78.64.235.229,1,0,0,0
243.227.145.87,1,0,0,0
230.204.173.77,1,0,0,0
99.182.79.234,1,0,0,0
35.88.23.90,1,0,0,0
125.201.54.44,1,0,0,0
43.86.13.79,1,0,0,0
84.177.130.121,1,0,0,0
138.79.112.154,1,0,0,0
76.29.71.241,1,0,0,0
243.166.34.193,1,0,0,0
59.108.128.169,1,0,0,0
129.189.255.224,1,0,0,0
210.29.160.4,1,0,0,0
184.122.115.118,1,0,0,0
38.210.8.43,1,0,0,0
74.107.235.20,1,0,0,0
47.171.171.122,1,0,0,0
110.153.170.115,1,0,0,0
213.238.177.141,1,0,0,0
79.149.150.115,1,0,0,0
55.124.202.207,1,0,0,0
103.62.130.30,1,0,0,0
79.200.205.132,1,0,0,0
148.177.14.59,1,0,0,0
175.244.105.243,1,0,0,0
164.25.18.183,1,0,0,0
219.103.152.149,1,0,0,0
16.172.236.143,1,0,0,0
23.41.245.170,1,0,0,0
113.17.151.155,1,0,0,0
247.122.173.21,1,0,0,0
165.108.101.74,1,0,0,0
169.60.14.67,1,0,0,0
168.207.119.98,1,0,0,0
50.62.170.252,1,0,0,0
203.203.176.67,1,0,0,0
17.173.57.127,1,0,0,0
184.235.206.227,1,0,0,0
223.238.180.16,1,0,0,0
138.14.85.111,1,0,0,0
118.155.177.80,1,0,0,0
245.198.166.87,1,0,0,0
91.16.239.152,1,0,0,0
45.122.89.89,1,0,0,0
158.134.78.35,1,0,0,0
98.250.7.240,1,0,0,0
237.8.112.55,1,0,0,0
41.244.75.55,1,0,0,0
247.163.46.39,1,0,0,0
170.45.127.50,1,0,0,0
61.108.96.240,1,0,0,0
92.125.136.85,1,0,0,0
113.240.223.209,1,0,0,0
122.104.166.108,1,0,0,0
128.167.199.124,1,0,0,0
9.138.3.93,1,0,0,0
233.32.131.92,1,0,0,0
227.38.45.13,1,0,0,0
144.177.191.30,1,0,0,0
136.235.82.178,1,0,0,0
17.177.77.175,1,0,0,0
244.190.178.132,1,0,0,0
85.53.20.30,1,0,0,0
22.4.30.14,1,0,0,0
154.34.132.72,1,0,0,0
244.67.108.16,1,0,0,0
183.162.111.66,1,0,0,0
159.48.178.8,1,0,0,0
157.180.226.185,1,0,0,0
19.113.204.223,1,0,0,0
12.78.176.82,1,0,0,0
236.83.216.84,1,0,0,0
56.210.69.194,1,0,0,0
128.158.6.222,1,0,0,0
64.58.22.163,1,0,0,0
238.36.44.28,1,0,0,0
137.90.144.91,1,0,0,0
149.50.227.249,1,0,0,0
141.101.194.186,1,0,0,0
152.147.253.161,1,0,0,0
125.97.231.73,1,0,0,0
73.228.50.41,1,0,0,0
252.203.11.4,1,0,0,0
198.254.196.123,1,0,0,0
129.198.139.164,1,0,0,0
163.210.92.50,1,0,0,0
107.171.173.219,1,0,0,0
55.36.96.46,1,0,0,0
191.126.152.206,1,0,0,0
252.120.185.155,1,0,0,0
69.224.226.85,1,0,0,0
123.249.235.95,1,0,0,0
104.188.200.14,1,0,0,0
238.252.27.185,1,0,0,0
42.88.123.183,1,0,0,0
248.249.19.11,1,0,0,0
121.239.3.76,1,0,0,0
98.220.196.58,1,0,0,0
136.215.124.71,1,0,0,0
210.199.102.107,1,0,0,0
221.180.76.206,1,0,0,0
106.124.105.69,1,0,0,0
55.228.80.192,1,0,0,0
46.200.226.133,1,0,0,0
219.95.221.197,1,0,0,0
89.138.115.111,1,0,0,0
134.240.80.254,1,0,0,0
111.17.65.171,1,0,0,0
65.3.247.83,1,0,0,0
203.106.116.19,1,0,0,0
29.207.123.49,1,0,0,0
169.44.185.180,1,0,0,0
40.152.48.92,1,0,0,0
214.85.136.35,1,0,0,0
120.128.230.166,1,0,0,0
207.37.36.127,1,0,0,0
152.225.112.16,1,0,0,0
202.238.214.136,1,0,0,0
3.247.207.130,1,0,0,0
158.202.244.35,1,0,0,0
149.187.186.194,1,0,0,0
15.75.237.214,1,0,0,0
110.198.120.248,1,0,0,0
249.111.195.247,1,0,0,0
